family_label,variation,variation_keys,category,year,name,source_formula,symbol,semantic,canonical_parameter,kept,reason
Convex Hull,3-dimensional Convex Hull,3-dimensional convex hull,parallel,2020.0,"Blelloch, Gu, Shun, Sun (2)",$O(n \log n)$,n,points,input points,True,kept
Convex Hull,2-dimensional Convex Hull,2-dimensional convex hull,quantum,2004.0,Quantum computational geometry,O(N^(1/2) h),,,input points,False,"also depends on 'N' (number total points set), which has no worst-case bound in terms of input points"
Convex Hull,2-dimensional Convex Hull,2-dimensional convex hull,quantum,2009.0,Quantum algorithmic methods for computational geometry,,,,input points,False,formula not usable: no formula recorded
Convex Hull,2-dimensional Convex Hull,2-dimensional convex hull,quantum,2021.0,A quantum search algorithm of two-dimensional convex hull,,,,input points,False,formula not usable: no formula recorded
Convex Hull,2-dimensional,2-dimensional,serial,1935.0,Brute Force,$O(n^3)$,,,input points,False,year missing or outside 1950-2026
Convex Hull,2-dimensional,2-dimensional,serial,1972.0,Graham,$O(n \log n)$,n,points,input points,True,kept
Convex Hull,2-dimensional,2-dimensional,serial,1973.0,Jarvis,$O(nh)$,n,points,input points,True,kept; substituted worst-case hull size for 'h'
Convex Hull,2-dimensional,2-dimensional,serial,1977.0,W. Eddy Quickhull,$O(nh)$,n,points,input points,True,kept; substituted worst-case hull size for 'h'
Convex Hull,2-dimensional; 3-dimensional,2-dimensional; 3-dimensional,serial,1977.0,Preparata and Hong,$O(n \log n)$,n,points,input points,True,kept
Convex Hull,,(general),serial,1977.0,convex hull algorithm; Preparata and Hong,$O(n \log n)$,n,points,input points,True,kept
Convex Hull,2-dimensional,2-dimensional,serial,1979.0,Andrew's algorithm,$O(n \log n)$,n,points,input points,True,kept
Convex Hull,2-dimensional,2-dimensional,serial,1986.0,The ultimate planar convex hull algorithm,$O(n \log h)$,n,points,input points,True,kept; substituted worst-case hull size for 'h'
Convex Hull,2-dimensional; 3-dimensional,2-dimensional; 3-dimensional,serial,1996.0,Chan's algorithm,$O(n \log h)$,n,points,input points,True,kept; substituted worst-case hull size for 'h'
Convex Optimization (non-linear),Convex Optimization (Non-linear),(general),parallel,2014.0,"Cevher, Becker, Schmidt (Consensus ADMM - first order mehtod)",$O(n^2)$,,,an undefined parameter,False,family has no usable input-size parameter
Convex Optimization (non-linear),Unconstrained Convex Optimization (Non-linear),unconstrained convex optimization (non-linear),parallel,2019.0,"Bubeck, Jiang, Lee, Li, Sidford",$O(d^{4/3}(LR/\\epsilon)^{8/3})*polylog(d)*polylog(\\epsilon)*polylog(L)*polylog(R)*polylog(v^{-1})$,,,an undefined parameter,False,formula not usable: polylog(...) has no determinate exponent
Convex Optimization (non-linear),Unconstrained Convex Optimization (Non-linear),unconstrained convex optimization (non-linear),parallel,2023.0,"Carmon, Jambulapati, Jin, Lee, Liu, Sidford, Tian (Parallel EpochSGD)",$O((d^(1/3)*K^(2/3)*\log^3(dK)+K^2*\log^4(dK))*(d+q))$,,,an undefined parameter,False,family has no usable input-size parameter
Convex Optimization (non-linear),Unconstrained Convex Optimization (Non-linear),unconstrained convex optimization (non-linear),parallel,2023.0,"Carmon, Jambulapati, Jin, Lee, Liu, Sidford, Tian (Parallel AC-SA)",$O((d^(1/3)*K^(2/3)*\log^3(dK)+d^(1/4)*K*\log^4(dK)+K^2*\log^4(dK))*(d+q))$,,,an undefined parameter,False,family has no usable input-size parameter
Convex Optimization (non-linear),"General, Constrained optimization","general, constrained optimization",serial,1964.0,Wolfe; Lemaréchal; Kiwiel,$O(n^4)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Convex Optimization (non-linear),"General, Constrained optimization","general, constrained optimization",serial,1971.0,Ellipsoid method,$O(n^2 \log n)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Convex Optimization (non-linear),"General, Constrained optimization","general, constrained optimization",serial,1981.0,Subgradient method,$O(n^2)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Convex Optimization (non-linear),Stochastic optimization,stochastic optimization,serial,1993.0,Dual subgradients and the drift-plus-penalty method,$O(n^2)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Coset Enumeration,Coset Enumeration,(general),serial,1936.0,Todd–Coxeter algorithm,$O(2^n)$,,,number generators,False,year missing or outside 1950-2026
Coset Enumeration,Coset Enumeration,(general),serial,1940.0,Haselgrove-Leech-Trotter (HLT) algorithm,$O(2^n)$,,,number generators,False,year missing or outside 1950-2026
Coset Enumeration,Coset Enumeration,(general),serial,1970.0,Knuth–Bendix algorithm,$O(1.5^n n^2 \log n)$,n,raw:number generators,number generators,True,kept
Cryptanalysis of Linear Feedback Shift Registers,Cryptanalysis of Linear Feedback Shift Registers,(general),serial,1969.0,Berlekamp–Massey algorithm,$O(n^2)$,n,elements,elements in the input,True,kept
Culling,Culling,(general),serial,1986.0,Occlusion Culling,$O(n^2)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Culling,Culling,(general),serial,1987.0,Contribution Culling,$O(n^2)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Culling,Culling,(general),serial,1991.0,Sector-Based Culling,$O(n^2)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Culling,Culling,(general),serial,2008.0,view frustum culling,$O(n^2)$,,,an undefined parameter,False,"approximation algorithm, not comparable to an exact runtime"
Cycle Detection,,(general),serial,1967.0,Floyd's tortoise and hare algorithm,$O((\lambda + \mu) t_f)$,,,an undefined parameter,False,family has no usable input-size parameter
Cycle Detection,,(general),serial,1973.0,Brent's algorithm,$O((\lambda + \mu) t_f)$,,,an undefined parameter,False,family has no usable input-size parameter
Cycle Detection,,(general),serial,1978.0,Gosper's algorithm,$O((\lambda + \mu) \log(\lambda + \mu) t_f)$,,,an undefined parameter,False,family has no usable input-size parameter
Cycle Detection,Cycle Detection,(general),serial,1982.0,Sedgewick; Szymanski; and Yao,$(\mu + \lambda)(1+\Theta(1/\sqrt{M}))$,,,an undefined parameter,False,does not solve the problem exactly
Cycle Detection,Cycle Detection,(general),serial,2004.0,Nivasch,$O(\mu + \lambda)$,,,an undefined parameter,False,does not solve the problem exactly
Cyclic Peptide Sequencing Problem,Cyclic Peptide Sequencing Problem,(general),serial,1987.0,Brute force,$O(k^{O(n)} \text{poly}(n))$,,,an undefined parameter,False,formula not usable: poly(...) has no determinate exponent
Cyclic Peptide Sequencing Problem,Cyclic Peptide Sequencing Problem,(general),serial,1993.0,Branch and bound,$O(k^{O(n)} \text{poly}(n))$,,,an undefined parameter,False,formula not usable: poly(...) has no determinate exponent
D-neighborhood of a String,d-Neighborhood of a String,(general),serial,1940.0,Iterative naive,"$O(f_{bin}(\sigma-1, n, d))$ where $f_{bin}(x, y, z) = \sum_{i=0}^z \binom{y}{i}x^i$",,,an undefined parameter,False,year missing or outside 1950-2026
DFA Minimization,DFA Minimization,(general),parallel,1988.0,"JaJa, Kosaraju",$O(n^6)$,n,states,states,True,kept
DFA Minimization,DFA Minimization,(general),parallel,1992.0,"Cho, Huynh",$O(n^6)$,n,states,states,True,kept
DFA Minimization,DFA Minimization,(general),parallel,1996.0,"Ravikumar, Xiong",$O(kn \log^2 n)$,,,states,False,"also depends on 'k' (alphabet size), which has no worst-case bound in terms of states"
DFA Minimization,DFA Minimization,(general),parallel,2002.0,"Tewari, Srivastava, Gupta",$O(kn^2)$,,,states,False,"also depends on 'k' (alphabet size), which has no worst-case bound in terms of states"
DFA Minimization,DFA Minimization,(general),parallel,2007.0,"Sun, Lu, Li, Wang",$O(kn^2)$,,,states,False,"also depends on 'k' (alphabet size), which has no worst-case bound in terms of states"
DFA Minimization,Cyclic Nontrivial SCCs DFA Minimization,cyclic nontrivial sccs dfa minimization,quantum,2021.0,Quantum Algorithm for Lexicographically Minimal String Rotation,O(n^{3/4}),,,states,False,"measured in input string length, but this family is compared in states"
DFA Minimization,Cyclic Nontrivial SCCs DFA Minimization,cyclic nontrivial sccs dfa minimization,quantum,2022.0,Near-Optimal Quantum Algorithms for String Problems,\tilde{O}(n^{1/2}),,,states,False,"measured in input string length, but this family is compared in states"
DFA Minimization,DFA Minimization,(general),serial,1956.0,Moore's algorithm,$O(n^2 k)$,,,states,False,"also depends on 'k' (alphabet size), which has no worst-case bound in terms of states"
DFA Minimization,DFA Minimization,(general),serial,1963.0,Brzozowski's algorithm,$O(2^n)$,n,states,states,True,kept
DFA Minimization,DFA Minimization,(general),serial,1971.0,Hopcroft's algorithm,$O(kn \log n)$,,,states,False,"also depends on 'k' (alphabet size), which has no worst-case bound in terms of states"
DFA Minimization,Acyclic DFA Minimization,acyclic dfa minimization,serial,1992.0,Revuz's algorithm,$O(n)$,n,states,states,True,kept
DFA Minimization,Cyclic Nontrivial SCCs DFA Minimization,cyclic nontrivial sccs dfa minimization,serial,2008.0,Almeida & Zeitoun,$O(n)$,n,states,states,True,kept
Data Compression,Lossless Compression,lossless compression,parallel,1991.0,"Crochemore, Rytter",$O(n)$,n,string_length,input string length,True,kept
Data Compression,Lossless Compression,lossless compression,parallel,1991.0,Naor,$O(n \\log{n})$ expected,n,string_length,input string length,True,kept
Data Compression,Lossless Compression,lossless compression,parallel,1992.0,"Agostino, Storer (1)",$O((L+\log{n})n^2)$,,,input string length,False,"measured in length, max allowed length dictionary entries o n, but this family is compared in input string length"
Data Compression,Lossless Compression,lossless compression,parallel,1992.0,"Agostino, Storer (2)",$O((L+\log^2{n})n)$,,,input string length,False,"measured in length, max allowed length dictionary entries o n, but this family is compared in input string length"
Data Compression,Lossless Compression,lossless compression,parallel,1992.0,Penzhorn,$O(n)$,,,input string length,False,"measured in length, but this family is compared in input string length"
Data Compression,Lossless Compression,lossless compression,parallel,1994.0,"Stauffer, Hirschberg",$O(Ln)$,,,input string length,False,"measured in length, max allowed length dictionary entries o n, but this family is compared in input string length"
Data Compression,Lossless Compression,lossless compression,parallel,1995.0,"Belinskaya, DeAgostino, Storer",$O(n)$,,,input string length,False,"measured in length, but this family is compared in input string length"
Data Compression,Lossless Compression,lossless compression,parallel,1995.0,"Farach, Muthukrishnan (1)",$O(n)$,n,string_length,input string length,True,kept
Data Compression,Lossless Compression,lossless compression,parallel,1995.0,"Farach, Muthukrishnan (2)",$O(n)$,n,string_length,input string length,True,kept
Data Compression,Lossless Compression,lossless compression,parallel,1995.0,"Nagumo, Lu, Watson (1)",$O((L+\log{n})n)$,,,input string length,False,"measured in length, max allowed length dictionary entries o n, but this family is compared in input string length"
Data Compression,Lossless Compression,lossless compression,parallel,1995.0,"longest-fragment-first (LFF) dictionary compression - Nagumo, Lu, Watson (2)",$O((L+\log{n})nL)$,,,input string length,False,"measured in length, max allowed length dictionary entries o n, but this family is compared in input string length"
Data Compression,Lossless Compression,lossless compression,parallel,1996.0,"Franaszek, Robinson, Thomas",$O(n)$,,,input string length,False,"measured in length, but this family is compared in input string length"
Data Compression,Lossless Compression,lossless compression,parallel,1997.0,"optimal - Hirschberg, Stauffer (1)",$O(nm^3+nm^2\log{m}\log{n})$,,,input string length,False,"also depends on 'm' (max length entry dictionary), which has no worst-case bound in terms of input string length"
Data Compression,Lossless Compression,lossless compression,parallel,1997.0,"LEF - Hirschberg, Stauffer (2)",$O(n \log{n})$,n,string_length,input string length,True,kept
Data Compression,Lossless Compression,lossless compression,parallel,1998.0,"Simpson, Sabharwal",$O(n+nL^2)$,,,input string length,False,"measured in length, number library records, but this family is compared in input string length"
Data Compression,,(general),parallel,2012.0,"Mishra, Mishra, Pani",$O(n)$,,,input string length,False,"measured in length, but this family is compared in input string length"
Data Compression,Lossless Compression,lossless compression,parallel,2014.0,"Edwards, Vishkin",$O(n)$,n,string_length,input string length,True,kept
Data Compression,Lossless Compression,lossless compression,parallel,2015.0,"Krishnan, Baron",$O(n)$,,,input string length,False,"measured in length, but this family is compared in input string length"
Data Compression,Lossless Compression,lossless compression,parallel,2015.0,"Pérez, Saeed",$O(n)$ ?,,,input string length,False,"measured in length, but this family is compared in input string length"
Data Compression,Lossless Compression,lossless compression,parallel,2017.0,"CZ algorithm - Jiancheng, Yiqin, Yu",$O(n)$,,,input string length,False,"measured in sequence length, but this family is compared in input string length"
Data Compression,,(general),parallel,2021.0,"Dua, Kumar, Singh",$O(nmp^2)$,,,input string length,False,"measured in number bands, rls predictor length, single band image size, but this family is compared in input string length"
Data Compression,Lossy Compression,lossy compression,quantum,2018.0,Quantum Discrete Cosine Transform Compression,O(N),,,input string length,False,"approximation algorithm, not comparable to an exact runtime"
Data Compression,Lossless Compression,lossless compression,quantum,2021.0,Quantum Lossless IWT Compression,\tilde{O}(\text{polylog}(N)),,,input string length,False,formula not usable: polylog(...) has no determinate exponent
Data Compression,Lossy Compression,lossy compression,serial,1940.0,Brute force,$O(n 2^n)$,,,input string length,False,year missing or outside 1950-2026
Data Compression,Lossy Compression,lossy compression,serial,1974.0,Discrete Cosine Transform,$O(n \log n)$,,,input string length,False,"measured in elements in the input, but this family is compared in input string length"
Data Compression,Lossy Compression,lossy compression,serial,2003.0,Matsunaga; Yamamoto,$O(n 2^n)$,,,input string length,False,"measured in elements in the input, but this family is compared in input string length"
Data Compression,Lossy Compression,lossy compression,serial,2005.0,Maneva and M. J. Wainwright,$O(n^2)$,,,input string length,False,"measured in elements in the input, but this family is compared in input string length"
Data Compression,Lossy Compression,lossy compression,serial,2005.0,Ciliberti; Mézard,$O(n^2)$,,,input string length,False,"measured in elements in the input, but this family is compared in input string length"
Data Compression,Lossy Compression,lossy compression,serial,2006.0,Miyake 2006,$O(n 2^n)$,,,input string length,False,"measured in elements in the input, but this family is compared in input string length"
Data Compression,Lossy Compression,lossy compression,serial,2006.0,Martinian and M. J. Wainwright,$O(n 2^n)$,,,input string length,False,"measured in elements in the input, but this family is compared in input string length"
Data Compression,Lossy Compression,lossy compression,serial,2008.0,Jalali and T. Weissman,$O(n)$,,,input string length,False,"measured in elements in the input, but this family is compared in input string length"
